"id","name","category","low_price","high_price","median_price","description"
"184","DronaHQ","DevOps",NULL,NULL,NULL,"DronaHQ is a low-code platform that enables engineering and business teams to build custom apps swiftly while ensuring enterprise-grade security and governance. It offers a visual drag-and-drop interface, ready components, and widgets, allowing users to create apps connected to their databases and APIs, with granular permissions, RBAC, SSO, and audit logs for enhanced security."
"185","DxMinds","DevOps",NULL,NULL,NULL,"DxMinds is the leading enterprise software and mobile application development company in India, USA, and MENA, providing top-notch services."
"186","Engineer.ai","DevOps",NULL,NULL,NULL,"Turn any idea into tailor-made apps, websites or wearables with our easy software builder. No code? No problem. Start building your app today!"
"187","envoyer.io","DevOps",NULL,NULL,NULL,"One-click deployments built for teams, tuned for Laravel, loaded with tools and goodies you're going to love."
"188","ENS Software Solutions","DevOps",NULL,NULL,NULL,"ENS Software Solutions delivers tailored software solutions for businesses across all industries."
"189","Exemplary Marketing","DevOps",NULL,NULL,NULL,"Exemplary Marketing is a Chicago-based agency offering social media marketing and app development services globally."
"190","Fictive Studios","DevOps",NULL,NULL,NULL,"Explore the mobile app solutions with Fictive Studios is an award-winning Digital Solutions Company. Transform your ideas into high-quality apps."
"191","FeatureHub","DevOps",NULL,NULL,NULL,"FeatureHub is a software platform that facilitates the management of feature flags, experimentation, and insights across development and operations."
"192","Finoit","DevOps",NULL,NULL,NULL,"A dependable software development company that provides dependable software development services for 14+ years with 250+ developers."
"193","Flagsmith","DevOps",NULL,NULL,NULL,"Flagsmith makes it easy to create and manage features flags. Use our hosted API, deploy to your own private cloud, or run on-premises."
"194","Fusion Informatics","DevOps",NULL,NULL,NULL,"We empower businesses with innovative tech for success."
"195","FuelPHP","DevOps",NULL,NULL,NULL,"FuelPHP is a simple, flexible, community driven PHP 5 web framework based on the best ideas of other frameworks with a fresh start."
"196","GeneXus","DevOps",NULL,NULL,NULL,"GeneXus provides AI-powered low-code development for creating and evolving apps efficiently."
"197","Glitz IT Solutions","DevOps",NULL,NULL,NULL,"Glitz IT Solutions is a global provider of software solutions, specializing in software development, mobile application development, web designing, graphics, and multimedia. They offer quality and dedicated services, including cloud applications, custom software, and outsourcing services, ensuring timely and budget-friendly solution delivery with their Agile software development approach."
"198","Gitcolony","DevOps",NULL,NULL,NULL,"Gitcolony is a collaborative platform for software developers to perform peer code reviews. Gitcolony makes code reviews actually happen in an efficient and amusing way."
"199","GeometryFactory","DevOps",NULL,NULL,NULL,"Whether you are a multinational group, a small or medium enterprise, or start up a new business, the efficient, robust, and highly adaptable geometric software components of CGAL, the Computational Geometry Algorithms Library, will answer your needs in geometric computing."
"200","Gerrit","DevOps",NULL,NULL,NULL,"Gerrit is a free, web-based team code collaboration tool."
"201","GNOME Evolution","DevOps",NULL,NULL,NULL,"The GNOME Project is a community that makes great software. All our products are Free Software: they are all free to use, modify and redistribute. Everyone is welcome to participate in their development."
"202","GoCloudz","DevOps",NULL,NULL,NULL,"Salesforce App development is our passion. Our Appexchange Apps - Product Bundle (Kits), PDF Generator, Order Management & Renewals & iClone"
"203","HackerKernel","DevOps",NULL,NULL,NULL,"As a top software development company in India, we provide software and app development services globally, with expert developers."
"204","Graphql.pro","DevOps",NULL,NULL,NULL,"GraphQL::Pro is a toolkit for the GraphQL Ruby Gem. Take your schema to the next level!"
"205","Grunt","DevOps",NULL,NULL,NULL,"Grunt is a JavaScript task runner, a tool used to automatically perform frequent tasks such as minification, compilation, unit testing, and linting."
"206","Grails Framework","DevOps",NULL,NULL,NULL,"Grails Framework is a SaaS platform for developing enterprise-level web applications."
"207","GvCloud Secure","DevOps",NULL,NULL,NULL,"GvCloud Secure delivers high-end IT solutions to businesses, offering top-tier web, app, and software development services to help businesses succeed."
"208","Gravit-e Technologies","DevOps",NULL,NULL,NULL,"Gravit-e Technologies builds scalable custom software for startups and fast-growing organizations."
"209","Hackerbay","DevOps",NULL,NULL,NULL,"Hackerbay is a software innovation company from Silicon Valley. We are embedding hacker culture into organizations of any size. @nfxguild S'16"
"210","Hardwin Software Solutions","DevOps",NULL,NULL,NULL,"Hardwin Software Solutions is a leading software development company specialized in Enterprise web applications and custom mobile apps"
"211","Hecate","DevOps",NULL,NULL,NULL,"Mission control for modern engineering leaders. Improve your team's code review process and culture using insights from Hecate."
"212","Idea To Startup","DevOps",NULL,NULL,NULL,"Advance from idea💡 to startup.🚀    We help founders create the best software application; be it web, ios, android, desktop or anything else."
"213","Helius","DevOps",NULL,NULL,NULL,"Helius empowers Solana developers with a complete platform of robust tools. They provide high-performance RPC nodes, APIs, and data streaming solutions, simplifying blockchain development and enabling the creation of scalable and reliable applications."
"214","Iconic Solutions","DevOps",NULL,NULL,NULL,"Iconic Solutions is the leading digital application development firm that serves global brands and cutting-edge startups."
"215","iLeap","DevOps",NULL,NULL,NULL,"Low-code application development & business process management platform which empowers enterprises to build business applications rapidly. #LowCode #BPM"
"216","HireFire","DevOps",NULL,NULL,NULL,"Autoscaling for Heroku Dynos. Lower your Heroku bill without compromising performance."
"217","IKAN ALM","DevOps",NULL,NULL,NULL,"IKAN ALM is an open framework that allows users to build and control their own DevOps toolchain and orchestration solution. It provides users with continuous integration, deployment, approvals, notifications, and toolchain orchestration to help automate and customize DTAP life cycles."
"218","Intvo","DevOps",NULL,NULL,NULL,"Transform your business with innovative software applications designed and developed as per your needs."
"219","Intland Software","DevOps",NULL,NULL,NULL,"codeBeamer ALM by Intland Software – Application Lifecycle Management software for scaled Agile product development and safety-critical compliance."
"220","Joyfill","DevOps",NULL,NULL,NULL,"Joyfill makes it easy to build form experiences into web and mobile apps without thousands of development hours."
"221","iShore Software","DevOps",NULL,NULL,NULL,"iShore Software is an IT technology solution designed for businesses, leveraging artificial intelligence to perform tasks with greater efficiency and speed. It provides AI-powered tools for content generation, web design, and business scenario planning, revolutionizing sectors from healthcare to finance by facilitating automation and informed decision-making."
"222","Jump Solutions","DevOps",NULL,NULL,NULL,"We deliver visually appealing, innovative and feature-rich mobile/web solutions centered towards your business."
"223","K2","DevOps",NULL,NULL,NULL,"With K2, organizations can use visual designers to rapidly build and deploy scalable, reusable, low-code applications that quickly connect people, data, decisions and systems. "
"224","Kapeli","DevOps",NULL,NULL,NULL,"Dash is an API Documentation Browser and Code Snippet Manager. Dash searches offline documentation of 200+ APIs and stores snippets of code. You can also generate your own documentation sets."
